,loss,val_loss,lr
0,0.3099861443042755,0.06770779192447662,0.0010000000474974513
1,0.046972278505563736,0.07222079485654831,0.0010000000474974513
2,0.005059251096099615,0.07287362962961197,0.0010000000474974513
3,0.0019260314293205738,0.06844630837440491,0.0010000000474974513
4,0.0014010099694132805,0.06554807722568512,0.0010000000474974513
5,0.0009343054261989892,0.0632513165473938,0.0010000000474974513
6,0.000787156808655709,0.059078942984342575,0.0010000000474974513
7,0.0008776865433901548,0.061650488525629044,0.0010000000474974513
8,0.0005918709794059396,0.05365217104554176,0.0010000000474974513
9,0.0005378267378546298,0.0529056042432785,0.0010000000474974513
10,0.000508119526784867,0.047618117183446884,0.0010000000474974513
11,0.0005964568117633462,0.05086906999349594,0.0010000000474974513
12,0.000720789423212409,0.0465608686208725,0.0010000000474974513
13,0.000568633375223726,0.033263031393289566,0.0010000000474974513
14,0.0007553432369604707,0.03886095806956291,0.0010000000474974513
15,0.0005816369084641337,0.016172263771295547,0.0010000000474974513
16,0.0005003323312848806,0.0322570763528347,0.0010000000474974513
17,0.0006595360464416444,0.027864694595336914,0.0010000000474974513
18,0.001020920928567648,0.02038397267460823,0.0010000000474974513
19,0.0011458510998636484,0.018518228083848953,0.0010000000474974513
20,0.0005029700696468353,0.018351402133703232,0.000800000037997961
21,0.00026114063803106546,0.022395921871066093,0.000800000037997961
22,0.00020775590382982045,0.018220622092485428,0.000800000037997961
23,0.0001860067422967404,0.01880786567926407,0.000800000037997961
24,0.00019602807878982276,0.015478560701012611,0.000640000042039901
25,9.175386367132887e-05,0.01834920048713684,0.000640000042039901
26,7.847997039789334e-05,0.017194248735904694,0.000640000042039901
27,8.651434472994879e-05,0.018271930515766144,0.000640000042039901
28,8.217374124797061e-05,0.013885986991226673,0.000640000042039901
29,7.755632395856082e-05,0.01409974042326212,0.000640000042039901
30,8.293338032672182e-05,0.013899377547204494,0.000640000042039901
31,0.00012290914310142398,0.01630103774368763,0.000640000042039901
32,0.00011819816427305341,0.013364030979573727,0.000640000042039901
33,0.00015085833729244769,0.013215568847954273,0.000640000042039901
34,0.00012352803605608642,0.01656007580459118,0.000640000042039901
35,0.0001100213048630394,0.015278519131243229,0.000640000042039901
36,0.00014758277393411845,0.014217493124306202,0.000640000042039901
37,9.760618559084833e-05,0.01022691186517477,0.000640000042039901
38,9.235683683073148e-05,0.014581234194338322,0.000640000042039901
39,0.000146654958371073,0.008789625018835068,0.000640000042039901
40,0.0001610612089280039,0.011792710982263088,0.000640000042039901
41,0.00026793809956870973,0.01667502522468567,0.000640000042039901
42,0.0003710903984028846,0.009507887996733189,0.000640000042039901
43,0.0003469392249826342,0.009967870078980923,0.000640000042039901
44,0.00023905413399916142,0.008721750229597092,0.0005120000569149852
45,0.00010147277498617768,0.013768082484602928,0.0005120000569149852
46,7.283376180566847e-05,0.009565011598169804,0.0005120000569149852
47,6.034399484633468e-05,0.007514743134379387,0.0005120000569149852
48,5.025927021051757e-05,0.011073694564402103,0.0005120000569149852
49,5.0508821004768834e-05,0.008060197345912457,0.0005120000569149852
50,5.0894635933218524e-05,0.007550740148872137,0.0005120000569149852
51,6.927885260665789e-05,0.01136462390422821,0.0005120000569149852
52,5.60917796974536e-05,0.007957937195897102,0.00040960003389045596
53,3.930983439204283e-05,0.007861103862524033,0.00040960003389045596
54,4.7193356294883415e-05,0.006760744843631983,0.00040960003389045596
55,4.604199784807861e-05,0.00912388227880001,0.00040960003389045596
56,4.65349257865455e-05,0.007971495389938354,0.00040960003389045596
57,5.423133188742213e-05,0.007302955258637667,0.00040960003389045596
58,4.710201028501615e-05,0.004376229364424944,0.00040960003389045596
59,5.251916445558891e-05,0.005242081359028816,0.00040960003389045596
60,4.987638385500759e-05,0.0071997325867414474,0.00040960003389045596
61,3.462505992501974e-05,0.006898485589772463,0.00040960003389045596
62,3.633403321146034e-05,0.007071951404213905,0.00040960003389045596
63,3.013646710314788e-05,0.00604664720594883,0.00032768002711236477
64,2.9181996069382876e-05,0.0056115565821528435,0.00032768002711236477
65,2.1865738744963892e-05,0.00530038820579648,0.00032768002711236477
